,word,categ,prime,corrAns,correct,rt,file,word_prime_merge
1732,PAKOVA,2,plátano,right,1,0.9170400998555124,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PAKOVA_plátano
1733,MITÃ'I,1,nene,right,1,1.233729099854827,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MITÃ'I_nene
1734,KUATIAHAIPYRE,1,noticia,right,1,1.367042799945921,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KUATIAHAIPYRE_noticia
1735,RELOJ,3,tiempo,right,1,1.250488700112328,000107_guarani3_2023-11-14_12h27.53.816.xlsx,RELOJ_tiempo
1736,OÑARÕ,2,rugir,right,0,1.467136600054801,000107_guarani3_2023-11-14_12h27.53.816.xlsx,OÑARÕ_rugir
1737,CEBRA,3,rayas,right,1,0.9337611999362707,000107_guarani3_2023-11-14_12h27.53.816.xlsx,CEBRA_rayas
1738,KUÑAKARAI,1,mujer,right,1,0.8503194998484105,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KUÑAKARAI_mujer
1739,OMOÑE'Ẽ,1,libro,right,1,1.250391100067645,000107_guarani3_2023-11-14_12h27.53.816.xlsx,OMOÑE'Ẽ_libro
1740,ENERGÍA,3,potencia,right,1,0.6837212000973523,000107_guarani3_2023-11-14_12h27.53.816.xlsx,ENERGÍA_potencia
1741,CAMPO,3,estancia,right,0,0.5169933999422938,000107_guarani3_2023-11-14_12h27.53.816.xlsx,CAMPO_estancia
1742,DAMA,3,mujer,right,1,1.100379500072449,000107_guarani3_2023-11-14_12h27.53.816.xlsx,DAMA_mujer
1743,PE,1,este,right,1,1.366965300170705,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PE_este
1744,MBUJAPE,1,tostada,right,1,1.233650399837643,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MBUJAPE_tostada
1745,KUÑA,1,chica,right,1,0.6003055998589844,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KUÑA_chica
1746,PARRILLA,3,asado,right,1,0.6837393001187593,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PARRILLA_asado
1747,ATÚN,3,pez,right,1,0.9838033001869917,000107_guarani3_2023-11-14_12h27.53.816.xlsx,ATÚN_pez
1748,PÝRA,2,televisor,left,1,0.7837050000671297,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PÝRA_televisor
1749,SO'O,2,sonido,left,1,0.7171432999894023,000107_guarani3_2023-11-14_12h27.53.816.xlsx,SO'O_sonido
1750,KAGUY,1,tortuga,left,0,1.617015199968591,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KAGUY_tortuga
1751,RYGUASU,2,mar,left,1,1.483667000196874,000107_guarani3_2023-11-14_12h27.53.816.xlsx,RYGUASU_mar
1752,LAGO,3,panadería,left,1,1.00044049997814,000107_guarani3_2023-11-14_12h27.53.816.xlsx,LAGO_panadería
1753,JUKYSY,2,sonido,left,1,1.367135500069708,000107_guarani3_2023-11-14_12h27.53.816.xlsx,JUKYSY_sonido
1754,SELVA,3,espalda,left,1,1.250387200154364,000107_guarani3_2023-11-14_12h27.53.816.xlsx,SELVA_espalda
1755,MANZANA,3,sandalia,left,1,1.266811499837786,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MANZANA_sandalia
1756,AREKO,2,cocinar,left,1,1.567151400027797,000107_guarani3_2023-11-14_12h27.53.816.xlsx,AREKO_cocinar
1757,OVEJA,3,labial,left,1,1.2503810999915,000107_guarani3_2023-11-14_12h27.53.816.xlsx,OVEJA_labial
1758,PARQUE,3,anillo,left,1,1.100116500165313,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PARQUE_anillo
1759,EIRATÃ,2,casa,left,1,1.050359800225124,000107_guarani3_2023-11-14_12h27.53.816.xlsx,EIRATÃ_casa
1760,ÁGUILA,3,yerba,left,1,1.083734599873424,000107_guarani3_2023-11-14_12h27.53.816.xlsx,ÁGUILA_yerba
1761,REMERA,3,clavo,left,1,1.217043299926445,000107_guarani3_2023-11-14_12h27.53.816.xlsx,REMERA_clavo
1762,HA'E,1,caballo,left,1,1.217082999879494,000107_guarani3_2023-11-14_12h27.53.816.xlsx,HA'E_caballo
1763,TAPITI,2,tapa,left,1,1.033701299922541,000107_guarani3_2023-11-14_12h27.53.816.xlsx,TAPITI_tapa
1764,KA'I,2,carta,left,1,1.283749799942598,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KA'I_carta
1765,MBARAKAJA,2,banana,left,1,1.250371200032532,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MBARAKAJA_banana
1766,ANGUJA,2,firma,left,1,1.300454600015655,000107_guarani3_2023-11-14_12h27.53.816.xlsx,ANGUJA_firma
1767,NDE,1,cuchara,left,1,1.250372200040147,000107_guarani3_2023-11-14_12h27.53.816.xlsx,NDE_cuchara
1768,AJOGUA,2,mano,left,1,1.567054300103337,000107_guarani3_2023-11-14_12h27.53.816.xlsx,AJOGUA_mano
1769,AMBOJY,2,cielo,left,1,1.250362300081179,000107_guarani3_2023-11-14_12h27.53.816.xlsx,AMBOJY_cielo
1770,CHE,1,hoja,left,1,1.100384199991822,000107_guarani3_2023-11-14_12h27.53.816.xlsx,CHE_hoja
1771,HIJO,3,rayo,left,1,0.9671750999987125,000107_guarani3_2023-11-14_12h27.53.816.xlsx,HIJO_rayo
1772,MYMBA,2,tablero,left,1,1.133685699896887,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MYMBA_tablero
1773,CAMELLO,3,kiwi,left,1,1.166977799963206,000107_guarani3_2023-11-14_12h27.53.816.xlsx,CAMELLO_kiwi
1774,VAKAME,2,nave,left,1,1.267054700059816,000107_guarani3_2023-11-14_12h27.53.816.xlsx,VAKAME_nave
1775,RÍO,3,barba,left,1,1.233678400050849,000107_guarani3_2023-11-14_12h27.53.816.xlsx,RÍO_barba
1776,MERÕ,2,ala,left,0,1.300334200030193,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MERÕ_ala
1777,Y,1,noche,left,1,1.933748599840328,000107_guarani3_2023-11-14_12h27.53.816.xlsx,Y_noche
1778,YVYPÓRA,1,conejo,left,1,0.867037900025025,000107_guarani3_2023-11-14_12h27.53.816.xlsx,YVYPÓRA_conejo
1779,OÑE'Ẽ,1,hormiga,left,1,0.5503644999116659,000107_guarani3_2023-11-14_12h27.53.816.xlsx,OÑE'Ẽ_hormiga
1780,AGUYJE,1,azúcar,left,0,0.8170749999117106,000107_guarani3_2023-11-14_12h27.53.816.xlsx,AGUYJE_azúcar
1781,TÍO,3,ricota,left,1,0.6003209000919014,000107_guarani3_2023-11-14_12h27.53.816.xlsx,TÍO_ricota
1782,ARANDUKA,1,balcón,left,1,0.750339400023222,000107_guarani3_2023-11-14_12h27.53.816.xlsx,ARANDUKA_balcón
1783,COCODRILO,3,codo,left,0,0.6170731000602245,000107_guarani3_2023-11-14_12h27.53.816.xlsx,COCODRILO_codo
1784,OGUATA,2,avena,left,1,0.8504254999570549,000107_guarani3_2023-11-14_12h27.53.816.xlsx,OGUATA_avena
1785,KURE,2,edificio,left,1,0.6834211000241339,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KURE_edificio
1786,VIDA,3,trapo,left,1,0.7337329001165926,000107_guarani3_2023-11-14_12h27.53.816.xlsx,VIDA_trapo
1787,CACHORRO,3,cebolla,left,1,0.8503470001742244,000107_guarani3_2023-11-14_12h27.53.816.xlsx,CACHORRO_cebolla
1788,KUIMBA'E,1,noche,left,1,1.550373099977151,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KUIMBA'E_noche
1789,KARUMBE,2,arroz,left,1,0.817033400060609,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KARUMBE_arroz
1790,KUATIAÑE'Ẽ,1,hierro,left,1,0.7669975000899285,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KUATIAÑE'Ẽ_hierro
1791,MITÃKUÑA'I,1,gallo,left,1,0.8169667001347989,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MITÃKUÑA'I_gallo
1792,OÑANI,2,ojo,left,1,0.7670734999701381,000107_guarani3_2023-11-14_12h27.53.816.xlsx,OÑANI_ojo
1793,KO'Ẽ,1,vaso,left,1,0.8503529999870807,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KO'Ẽ_vaso
1794,CABEZA,3,té,left,1,0.7504244998563081,000107_guarani3_2023-11-14_12h27.53.816.xlsx,CABEZA_té
1795,RUPI'A,2,rubí,left,1,0.6004089000634849,000107_guarani3_2023-11-14_12h27.53.816.xlsx,RUPI'A_rubí
1796,KARAI,1,amanecer,left,1,1.150350999785587,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KARAI_amanecer
1797,ÑATI'Ũ,2,hormigón,left,1,0.7003566999919713,000107_guarani3_2023-11-14_12h27.53.816.xlsx,ÑATI'Ũ_hormigón
1798,YPE,2,termo,left,1,0.6170074001420289,000107_guarani3_2023-11-14_12h27.53.816.xlsx,YPE_termo
1799,CIRUELA,3,ladrido,left,1,0.6336871001403779,000107_guarani3_2023-11-14_12h27.53.816.xlsx,CIRUELA_ladrido
1800,KAVAJU,2,tarde,left,1,0.7671769000589848,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KAVAJU_tarde
1801,AVATI,2,araña,left,1,0.583720900118351,000107_guarani3_2023-11-14_12h27.53.816.xlsx,AVATI_araña
1802,TAHÝI,2,luna,left,1,1.70032830000855,000107_guarani3_2023-11-14_12h27.53.816.xlsx,TAHÝI_luna
1803,IPORÃ,1,aquel,left,1,0.6504092998802662,000107_guarani3_2023-11-14_12h27.53.816.xlsx,IPORÃ_aquel
1804,SERPIENTE,3,horno,left,1,0.6670532999560237,000107_guarani3_2023-11-14_12h27.53.816.xlsx,SERPIENTE_horno
1805,SALUD,3,vocal,left,1,0.783649800112471,000107_guarani3_2023-11-14_12h27.53.816.xlsx,SALUD_vocal
1806,JAGUA,2,fruta,left,1,0.9336755000986159,000107_guarani3_2023-11-14_12h27.53.816.xlsx,JAGUA_fruta
1807,MBOREROTOCHU,2,capa,left,1,0.6336680999957025,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MBOREROTOCHU_capa
1808,ASAJE,1,descanso,right,1,0.8170220998581499,000107_guarani3_2023-11-14_12h27.53.816.xlsx,ASAJE_descanso
1809,KA'ARU,1,día,right,1,0.6339986000675708,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KA'ARU_día
1810,TEMBIPORU,2,cuchara,right,1,0.7671126998029649,000107_guarani3_2023-11-14_12h27.53.816.xlsx,TEMBIPORU_cuchara
1811,AMO,1,ese,right,1,0.5504991000052541,000107_guarani3_2023-11-14_12h27.53.816.xlsx,AMO_ese
1812,MBERU,2,zumbido,right,0,0.5670337998308241,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MBERU_zumbido
1813,MITÃ,1,joven,right,1,1.017068199813366,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MITÃ_joven
1814,HE'Ẽ,2,sabor,right,0,1.100384199991822,000107_guarani3_2023-11-14_12h27.53.816.xlsx,HE'Ẽ_sabor
1815,TIGRE,3,león,right,1,0.5837885001674294,000107_guarani3_2023-11-14_12h27.53.816.xlsx,TIGRE_león
1816,YVA,1,manzana,right,1,0.7170596001669765,000107_guarani3_2023-11-14_12h27.53.816.xlsx,YVA_manzana
1817,AVENA,3,cereal,right,1,0.9004276001360267,000107_guarani3_2023-11-14_12h27.53.816.xlsx,AVENA_cereal
1818,GUYRA,2,ave,right,1,0.8003509000409395,000107_guarani3_2023-11-14_12h27.53.816.xlsx,GUYRA_ave
1819,KUÑATAI,1,señorita,right,1,1.150377799989656,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KUÑATAI_señorita
1820,JUKY,2,salado,right,1,0.6503817001357675,000107_guarani3_2023-11-14_12h27.53.816.xlsx,JUKY_salado
1821,IVAI,1,horrible,right,1,1.15045340009965,000107_guarani3_2023-11-14_12h27.53.816.xlsx,IVAI_horrible
1822,HUMANO,3,persona,right,1,0.650358600076288,000107_guarani3_2023-11-14_12h27.53.816.xlsx,HUMANO_persona
1823,TRIGO,3,maíz,right,1,0.5836901001166552,000107_guarani3_2023-11-14_12h27.53.816.xlsx,TRIGO_maíz
1824,CARA,3,rostro,right,1,1.016953099984676,000107_guarani3_2023-11-14_12h27.53.816.xlsx,CARA_rostro
1825,MANO,3,dedo,right,1,0.6337311000097543,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MANO_dedo
1826,FAMILIA,3,padres,right,1,0.6670489001553506,000107_guarani3_2023-11-14_12h27.53.816.xlsx,FAMILIA_padres
1827,HO'U,1,tomar,right,1,0.5503719002008438,000107_guarani3_2023-11-14_12h27.53.816.xlsx,HO'U_tomar
1828,AMIGO,3,compañía,right,1,0.6836518999189138,000107_guarani3_2023-11-14_12h27.53.816.xlsx,AMIGO_compañía
1829,KAMBY,1,vaca,right,1,1.000417999923229,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KAMBY_vaca
1830,ÑANDU,2,bicho,right,1,1.083729000063613,000107_guarani3_2023-11-14_12h27.53.816.xlsx,ÑANDU_bicho
1831,PYHAREVE,1,amanecer,right,0,0.8836578999180347,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PYHAREVE_amanecer
1832,PULPO,3,calamar,right,1,0.48368059983477,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PULPO_calamar
1833,KARIA'Y,1,joven,right,1,0.7503935000859201,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KARIA'Y_joven
1834,ÓGA,1,hogar,right,1,0.3837148998863995,000107_guarani3_2023-11-14_12h27.53.816.xlsx,ÓGA_hogar
1835,BRAZO,3,codo,right,1,0.6003491999581456,000107_guarani3_2023-11-14_12h27.53.816.xlsx,BRAZO_codo
1836,PETEĨ,1,uno,right,1,0.7671531999949366,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PETEĨ_uno
1837,PEẼ,1,nosotros,right,1,1.683675999986008,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PEẼ_nosotros
1838,PIE,3,vidrio,left,1,0.600384599994868,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PIE_vidrio
1839,PERA,3,luz,left,1,0.5170740999747068,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PERA_luz
1840,OVEVE,2,pan,left,1,0.7839275000151247,000107_guarani3_2023-11-14_12h27.53.816.xlsx,OVEVE_pan
1841,OHAI,1,melón,left,1,0.7337394999340177,000107_guarani3_2023-11-14_12h27.53.816.xlsx,OHAI_melón
1842,YVY'A,2,caballo,left,1,0.7003911000210792,000107_guarani3_2023-11-14_12h27.53.816.xlsx,YVY'A_caballo
1843,PIRA,2,dama,left,1,0.7337448999751359,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PIRA_dama
1844,PYHARE,1,pelo,left,1,1.4003971000202,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PYHARE_pelo
1845,MADRE,3,tecla,left,1,1.467108499957249,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MADRE_tecla
1846,TEMBI'U,2,muchacho,left,1,0.7503888001665473,000107_guarani3_2023-11-14_12h27.53.816.xlsx,TEMBI'U_muchacho
1847,AVATI'I,2,aguja,left,1,0.6837133998051286,000107_guarani3_2023-11-14_12h27.53.816.xlsx,AVATI'I_aguja
1848,CHEAÑYRÕ,1,mañana,left,1,1.41680740006268,000107_guarani3_2023-11-14_12h27.53.816.xlsx,CHEAÑYRÕ_mañana
1849,CUERPO,3,ventana,left,1,0.6504032998345792,000107_guarani3_2023-11-14_12h27.53.816.xlsx,CUERPO_ventana
1850,POLLO,3,cielo,left,1,0.6170114001724869,000107_guarani3_2023-11-14_12h27.53.816.xlsx,POLLO_cielo
1851,SEVÓI,2,señal,left,1,0.8170781000517309,000107_guarani3_2023-11-14_12h27.53.816.xlsx,SEVÓI_señal
1852,PAKOVA,2,pala,left,1,0.7836702999193221,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PAKOVA_pala
1853,MITÃ'I,1,salado,left,1,0.583735799882561,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MITÃ'I_salado
1854,KUATIAHAIPYRE,1,manguera,left,1,1.33371810009703,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KUATIAHAIPYRE_manguera
1855,RELOJ,3,arbusto,left,1,1.000250099925324,000107_guarani3_2023-11-14_12h27.53.816.xlsx,RELOJ_arbusto
1856,OÑARÕ,2,pescado,left,1,0.6337695999536663,000107_guarani3_2023-11-14_12h27.53.816.xlsx,OÑARÕ_pescado
1857,CEBRA,3,pastas,left,1,0.7503806001041085,000107_guarani3_2023-11-14_12h27.53.816.xlsx,CEBRA_pastas
1858,KUÑAKARAI,1,zanahoria,left,1,0.8670519001316279,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KUÑAKARAI_zanahoria
1859,OMOÑE'Ẽ,1,araña,left,1,0.6337371999397874,000107_guarani3_2023-11-14_12h27.53.816.xlsx,OMOÑE'Ẽ_araña
1860,ENERGÍA,3,ojo,left,1,0.8501760000362992,000107_guarani3_2023-11-14_12h27.53.816.xlsx,ENERGÍA_ojo
1861,CAMPO,3,vidrio,left,1,0.5837197999935597,000107_guarani3_2023-11-14_12h27.53.816.xlsx,CAMPO_vidrio
1862,DAMA,3,lago,left,1,0.5503377001732588,000107_guarani3_2023-11-14_12h27.53.816.xlsx,DAMA_lago
1863,PE,1,mano,left,1,0.9169830000028014,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PE_mano
1864,MBUJAPE,1,reja,left,1,1.033690800191835,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MBUJAPE_reja
1865,KUÑA,1,farol,left,1,0.9504203998949379,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KUÑA_farol
1866,PARRILLA,3,zócalo,left,1,0.6170199001207948,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PARRILLA_zócalo
1867,ATÚN,3,pelota,left,1,0.5004135998897254,000107_guarani3_2023-11-14_12h27.53.816.xlsx,ATÚN_pelota
1868,PÝRA,2,cocido,right,1,1.200365800177678,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PÝRA_cocido
1869,SO'O,2,bife,right,1,1.466589499963447,000107_guarani3_2023-11-14_12h27.53.816.xlsx,SO'O_bife
1870,KAGUY,1,vino,right,1,0.8004121999256313,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KAGUY_vino
1871,RYGUASU,2,carne,right,0,1.033648900222033,000107_guarani3_2023-11-14_12h27.53.816.xlsx,RYGUASU_carne
1872,LAGO,3,laguna,right,1,0.5503181000240147,000107_guarani3_2023-11-14_12h27.53.816.xlsx,LAGO_laguna
1873,JUKYSY,2,caldo,right,1,0.7837184001691639,000107_guarani3_2023-11-14_12h27.53.816.xlsx,JUKYSY_caldo
1874,SELVA,3,bosque,right,1,0.6171007999219,000107_guarani3_2023-11-14_12h27.53.816.xlsx,SELVA_bosque
1875,MANZANA,3,rojo,right,1,0.6336842000018805,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MANZANA_rojo
1876,AREKO,2,poseer,right,1,1.383756699971855,000107_guarani3_2023-11-14_12h27.53.816.xlsx,AREKO_poseer
1877,OVEJA,3,lana,right,1,0.5170428999699652,000107_guarani3_2023-11-14_12h27.53.816.xlsx,OVEJA_lana
1878,PARQUE,3,plaza,right,1,1.517068899935111,000107_guarani3_2023-11-14_12h27.53.816.xlsx,PARQUE_plaza
1879,EIRATÃ,2,dulce,right,1,0.7003192000556737,000107_guarani3_2023-11-14_12h27.53.816.xlsx,EIRATÃ_dulce
1880,ÁGUILA,3,halcón,right,1,0.5502982998732477,000107_guarani3_2023-11-14_12h27.53.816.xlsx,ÁGUILA_halcón
1881,REMERA,3,camiseta,right,1,0.5837028999812901,000107_guarani3_2023-11-14_12h27.53.816.xlsx,REMERA_camiseta
1882,HA'E,1,ella,right,1,0.9504891000688076,000107_guarani3_2023-11-14_12h27.53.816.xlsx,HA'E_ella
1883,TAPITI,2,saltarín,right,0,1.150317599996924,000107_guarani3_2023-11-14_12h27.53.816.xlsx,TAPITI_saltarín
1884,KA'I,2,chimpancé,right,0,1.150357600068673,000107_guarani3_2023-11-14_12h27.53.816.xlsx,KA'I_chimpancé
1885,MBARAKAJA,2,felino,right,1,0.6004296001046896,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MBARAKAJA_felino
1886,ANGUJA,2,rata,right,0,1.300305700162426,000107_guarani3_2023-11-14_12h27.53.816.xlsx,ANGUJA_rata
1887,NDE,1,tú,right,1,0.7837438001297414,000107_guarani3_2023-11-14_12h27.53.816.xlsx,NDE_tú
1888,AJOGUA,2,vender,right,0,0.7670318000018597,000107_guarani3_2023-11-14_12h27.53.816.xlsx,AJOGUA_vender
1889,AMBOJY,2,comida,right,0,1.817085900111124,000107_guarani3_2023-11-14_12h27.53.816.xlsx,AMBOJY_comida
1890,CHE,1,mi,right,1,0.9168130001053214,000107_guarani3_2023-11-14_12h27.53.816.xlsx,CHE_mi
1891,HIJO,3,bebé,right,1,1.067027000011876,000107_guarani3_2023-11-14_12h27.53.816.xlsx,HIJO_bebé
1892,MYMBA,2,mascota,right,1,0.8170878998935223,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MYMBA_mascota
1893,CAMELLO,3,joroba,right,1,0.7337670000270009,000107_guarani3_2023-11-14_12h27.53.816.xlsx,CAMELLO_joroba
1894,VAKAME,2,vaca,right,1,0.6503427000716329,000107_guarani3_2023-11-14_12h27.53.816.xlsx,VAKAME_vaca
1895,RÍO,3,pez,right,1,0.8003169000148773,000107_guarani3_2023-11-14_12h27.53.816.xlsx,RÍO_pez
1896,MERÕ,2,sandía,right,1,0.9004184999503195,000107_guarani3_2023-11-14_12h27.53.816.xlsx,MERÕ_sandía
1897,Y,1,río,right,0,0.7001269001048058,000107_guarani3_2023-11-14_12h27.53.816.xlsx,Y_río
1898,YVYPÓRA,1,hombre,right,1,1.983664700062945,000108_guarani3_2023-11-14_19h50.42.184.xlsx,YVYPÓRA_hombre
1899,OÑE'Ẽ,1,decir,right,1,1.333787800045684,000108_guarani3_2023-11-14_19h50.42.184.xlsx,OÑE'Ẽ_decir
1900,AGUYJE,1,gratitud,right,1,1.483738399809226,000108_guarani3_2023-11-14_19h50.42.184.xlsx,AGUYJE_gratitud
1901,TÍO,3,familia,right,1,1.300161899998784,000108_guarani3_2023-11-14_19h50.42.184.xlsx,TÍO_familia
1902,ARANDUKA,1,biblioteca,right,1,1.283690700074658,000108_guarani3_2023-11-14_19h50.42.184.xlsx,ARANDUKA_biblioteca
1903,COCODRILO,3,pantano,right,1,1.417046900140122,000108_guarani3_2023-11-14_19h50.42.184.xlsx,COCODRILO_pantano
1904,OGUATA,2,corre,right,1,1.800394699908793,000108_guarani3_2023-11-14_19h50.42.184.xlsx,OGUATA_corre
1905,KURE,2,chancho,right,1,1.283640299923718,000108_guarani3_2023-11-14_19h50.42.184.xlsx,KURE_chancho
1906,VIDA,3,biología,right,1,1.433490700088441,000108_guarani3_2023-11-14_19h50.42.184.xlsx,VIDA_biología
1907,CACHORRO,3,mascota,right,1,1.317058300133795,000108_guarani3_2023-11-14_19h50.42.184.xlsx,CACHORRO_mascota
1908,KUIMBA'E,1,señor,right,1,1.367040199926123,000108_guarani3_2023-11-14_19h50.42.184.xlsx,KUIMBA'E_señor
1909,KARUMBE,2,lento,right,0,1.483784100040793,000108_guarani3_2023-11-14_19h50.42.184.xlsx,KARUMBE_lento
1910,KUATIAÑE'Ẽ,1,correo,right,1,1.350370500003919,000108_guarani3_2023-11-14_19h50.42.184.xlsx,KUATIAÑE'Ẽ_correo
1911,MITÃKUÑA'I,1,mujer,right,1,1.51711850007996,000108_guarani3_2023-11-14_19h50.42.184.xlsx,MITÃKUÑA'I_mujer
1912,OÑANI,2,caminar,right,1,1.300361000001431,000108_guarani3_2023-11-14_19h50.42.184.xlsx,OÑANI_caminar
1913,KO'Ẽ,1,mañana,right,0,1.383731300011277,000108_guarani3_2023-11-14_19h50.42.184.xlsx,KO'Ẽ_mañana
1914,CABEZA,3,cráneo,right,1,1.367086499929428,000108_guarani3_2023-11-14_19h50.42.184.xlsx,CABEZA_cráneo
1915,RUPI'A,2,gallina,right,1,1.366945599904284,000108_guarani3_2023-11-14_19h50.42.184.xlsx,RUPI'A_gallina
1916,KARAI,1,hombre,right,1,1.283736000070348,000108_guarani3_2023-11-14_19h50.42.184.xlsx,KARAI_hombre
1917,ÑATI'Ũ,2,picadura,right,1,1.300339400069788,000108_guarani3_2023-11-14_19h50.42.184.xlsx,ÑATI'Ũ_picadura
1918,YPE,2,ave,right,1,1.383502899901941,000108_guarani3_2023-11-14_19h50.42.184.xlsx,YPE_ave
1919,CIRUELA,3,durazno,right,1,1.283768699970096,000108_guarani3_2023-11-14_19h50.42.184.xlsx,CIRUELA_durazno
1920,KAVAJU,2,campo,right,1,1.283827600069344,000108_guarani3_2023-11-14_19h50.42.184.xlsx,KAVAJU_campo
1921,AVATI,2,pochoclo,right,1,1.333720699883997,000108_guarani3_2023-11-14_19h50.42.184.xlsx,AVATI_pochoclo
1922,TAHÝI,2,hormiguero,right,1,1.317156299948692,000108_guarani3_2023-11-14_19h50.42.184.xlsx,TAHÝI_hormiguero
1923,IPORÃ,1,bello,right,1,1.416984400013462,000108_guarani3_2023-11-14_19h50.42.184.xlsx,IPORÃ_bello
1924,SERPIENTE,3,víbora,right,1,1.26701040007174,000108_guarani3_2023-11-14_19h50.42.184.xlsx,SERPIENTE_víbora
1925,SALUD,3,vida,right,1,1.350328600034118,000108_guarani3_2023-11-14_19h50.42.184.xlsx,SALUD_vida
1926,JAGUA,2,animal,right,1,1.300399599829689,000108_guarani3_2023-11-14_19h50.42.184.xlsx,JAGUA_animal
1927,MBOREROTOCHU,2,trompa,right,1,1.350417600013316,000108_guarani3_2023-11-14_19h50.42.184.xlsx,MBOREROTOCHU_trompa
1928,ASAJE,1,núcleo,left,1,1.650366999907419,000108_guarani3_2023-11-14_19h50.42.184.xlsx,ASAJE_núcleo
1929,KA'ARU,1,mujer,left,0,1.550369199831039,000108_guarani3_2023-11-14_19h50.42.184.xlsx,KA'ARU_mujer
1930,TEMBIPORU,2,serpiente,left,0,1.567088800016791,000108_guarani3_2023-11-14_19h50.42.184.xlsx,TEMBIPORU_serpiente
1931,AMO,1,zanahoria,left,1,1.267098699929193,000108_guarani3_2023-11-14_19h50.42.184.xlsx,AMO_zanahoria
1932,MBERU,2,papa,left,1,2.200314600020647,000108_guarani3_2023-11-14_19h50.42.184.xlsx,MBERU_papa
1933,MITÃ,1,atún,left,1,1.41707790014334,000108_guarani3_2023-11-14_19h50.42.184.xlsx,MITÃ_atún
1934,HE'Ẽ,2,pájaro,left,0,1.633645800175145,000108_guarani3_2023-11-14_19h50.42.184.xlsx,HE'Ẽ_pájaro
1935,TIGRE,3,alga,left,1,1.317020399961621,000108_guarani3_2023-11-14_19h50.42.184.xlsx,TIGRE_alga
1936,YVA,1,bombilla,left,1,1.48372339992784,000108_guarani3_2023-11-14_19h50.42.184.xlsx,YVA_bombilla
1937,AVENA,3,tortuga,left,1,1.283705499954522,000108_guarani3_2023-11-14_19h50.42.184.xlsx,AVENA_tortuga
1938,GUYRA,2,taza,left,1,1.250385699793696,000108_guarani3_2023-11-14_19h50.42.184.xlsx,GUYRA_taza
1939,KUÑATAI,1,cal,left,1,1.617061699973419,000108_guarani3_2023-11-14_19h50.42.184.xlsx,KUÑATAI_cal
1940,JUKY,2,casa,left,1,1.383663399843499,000108_guarani3_2023-11-14_19h50.42.184.xlsx,JUKY_casa
1941,IVAI,1,estrella,left,1,1.533750799950212,000108_guarani3_2023-11-14_19h50.42.184.xlsx,IVAI_estrella
